snowflake id	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	fall speed (m/s)
2232	12.22.2020	12:13:06.390659	0.0589264
2233	12.22.2020	12:13:25.531893	0.106116
2234	12.22.2020	12:13:26.717495	0.0810304
2235	12.22.2020	12:13:34.033908	0.0393264
2236	12.22.2020	12:13:38.511116	0.0852813
2237	12.22.2020	12:13:53.221941	0.0729521
2238	12.22.2020	12:14:09.664370	0.0377612
2239	12.22.2020	12:14:31.535609	0.03588
2240	12.22.2020	12:14:50.552042	0.150163
2241	12.22.2020	12:16:41.717837	3.9154
2242	12.22.2020	12:16:43.402640	0.0421727
2243	12.22.2020	12:16:52.450656	0.0501996
2244	12.22.2020	12:17:02.575074	0.729167
2245	12.22.2020	12:18:02.541579	1.43309
2246	12.22.2020	12:18:09.733192	0.0432033
2247	12.22.2020	12:18:11.636395	0.0625033
2249	12.22.2020	12:18:14.335200	0.470242
2250	12.22.2020	12:18:15.208802	0.577222
2251	12.22.2020	12:18:16.987205	0.0367872
2252	12.22.2020	12:18:18.391207	0.347518
2253	12.22.2020	12:18:19.748410	0.724157
2254	12.22.2020	12:18:20.622011	0.97284
2255	12.22.2020	12:18:21.682813	4.51247
2256	12.22.2020	12:18:23.227216	0.293919
2257	12.22.2020	12:18:24.600018	0.466269
2258	12.22.2020	12:18:26.300421	0.594864
2259	12.22.2020	12:18:27.330023	0.235101
2260	12.22.2020	12:18:28.047624	0.267369
2261	12.22.2020	12:18:29.139626	0.180471
2262	12.22.2020	12:18:29.857227	0.601403
2263	12.22.2020	12:18:31.354830	0.0428177
2264	12.22.2020	12:18:33.008433	1.13463
2265	12.22.2020	12:18:34.365635	0.123383
2266	12.22.2020	12:18:39.388844	1.01119
2267	12.22.2020	12:18:40.200046	0.293802
2268	12.22.2020	12:18:40.808447	0.826767
2269	12.22.2020	12:18:41.276447	1.35192
2270	12.22.2020	12:18:42.243649	0.374214
2271	12.22.2020	12:18:42.992450	0.214512
2272	12.22.2020	12:18:43.585251	0.397688
2273	12.22.2020	12:18:46.330856	0.187534
2274	12.22.2020	12:18:47.173258	0.208138
2275	12.22.2020	12:18:48.156060	1.36718
2276	12.22.2020	12:18:53.616069	0.690847
2277	12.22.2020	12:18:54.583271	0.0938025
2278	12.22.2020	12:18:57.328876	0.710135
2279	12.22.2020	12:18:58.124477	0.199757
2280	12.22.2020	12:18:58.514478	1.16047
2281	12.22.2020	12:19:00.714082	0.186569
2282	12.22.2020	12:19:03.584487	0.416517
2283	12.22.2020	12:19:10.136498	0.318504
2284	12.22.2020	12:19:11.244100	0.151243
2285	12.22.2020	12:19:17.000510	0.191543
2286	12.22.2020	12:19:18.482513	2.126
2287	12.22.2020	12:19:19.059714	0.153221
2288	12.22.2020	12:19:19.870915	1.16542
2289	12.22.2020	12:19:21.274918	1.08424
2290	12.22.2020	12:19:24.987724	0.498629
2291	12.22.2020	12:19:29.246532	0.561955
2292	12.22.2020	12:19:30.432134	0.632678
2293	12.22.2020	12:19:32.522537	0.0754997
2294	12.22.2020	12:19:37.452146	0.248201
2295	12.22.2020	12:19:39.745350	0.63237
2296	12.22.2020	12:19:41.632953	0.74226
2297	12.22.2020	12:19:43.582957	0.74516
2298	12.22.2020	12:19:46.624962	0.262835
2299	12.22.2020	12:19:48.496965	0.406117
2300	12.22.2020	12:19:49.214567	0.839258
2301	12.22.2020	12:19:50.212969	1.67821
2302	12.22.2020	12:19:51.382971	0.381043
2303	12.22.2020	12:19:51.928972	0.486097
2304	12.22.2020	12:19:52.490573	0.861829
2305	12.22.2020	12:19:53.130174	4.22572
2306	12.22.2020	12:19:54.159775	6.45387
2307	12.22.2020	12:19:55.158177	0.176721
2308	12.22.2020	12:19:55.797778	0.564909
2309	12.22.2020	12:19:56.764980	0.154413
2310	12.22.2020	12:19:57.342181	0.601598
2311	12.22.2020	12:19:58.808584	3.56771
2312	12.22.2020	12:20:00.181386	0.854041
2313	12.22.2020	12:20:00.758587	0.999211
2314	12.22.2020	12:20:01.460588	2.21904
2315	12.22.2020	12:20:02.240590	1.65031
2316	12.22.2020	12:20:03.067391	0.673649
2317	12.22.2020	12:20:04.455794	0.0836183
2318	12.22.2020	12:20:05.235795	2.06078
2319	12.22.2020	12:20:06.062596	0.705738
2320	12.22.2020	12:20:06.904998	6.86694
2321	12.22.2020	12:20:07.575799	0.408913
2322	12.22.2020	12:20:08.309000	0.173202
2323	12.22.2020	12:20:09.135802	5.99053
2324	12.22.2020	12:20:10.383804	1.10334
2325	12.22.2020	12:20:12.209007	0.54872
2326	12.22.2020	12:20:12.864208	0.723871
2327	12.22.2020	12:20:14.564611	1.64126
2328	12.22.2020	12:20:18.230618	0.104109
2329	12.22.2020	12:20:20.633022	0.077708
2330	12.22.2020	12:20:21.428623	1.09963
2331	12.22.2020	12:20:28.823036	0.34564
2332	12.22.2020	12:20:29.571838	0.915151
2333	12.22.2020	12:20:30.648240	0.072634
2334	12.22.2020	12:20:32.067842	0.268627
2335	12.22.2020	12:20:33.253444	0.702655
2336	12.22.2020	12:20:34.236246	0.168545
2337	12.22.2020	12:20:35.406248	0.241063
2338	12.22.2020	12:20:36.201849	0.36545
2339	12.22.2020	12:20:36.919451	146.894
2340	12.22.2020	12:20:37.730652	1.03922
2341	12.22.2020	12:20:39.119054	0.308236
2342	12.22.2020	12:20:39.789856	0.491735
2343	12.22.2020	12:20:40.975458	0.805069
2344	12.22.2020	12:20:41.864659	0.328428
2345	12.22.2020	12:20:42.535460	1.46383
2346	12.22.2020	12:20:43.877063	0.0554805
2347	12.22.2020	12:20:44.547864	0.219888
2348	12.22.2020	12:20:45.281065	1.39471
2349	12.22.2020	12:20:46.575867	0.19949
2350	12.22.2020	12:20:47.777070	0.139563
2351	12.22.2020	12:20:48.619471	0.142615
2352	12.22.2020	12:20:50.023474	0.38573
2353	12.22.2020	12:20:50.647475	0.334995
2354	12.22.2020	12:20:51.271476	0.206627
2355	12.22.2020	12:20:52.051477	0.571065
2356	12.22.2020	12:20:52.628678	0.343995
2357	12.22.2020	12:20:53.143479	0.37951
2358	12.22.2020	12:20:54.531881	0.116087
2359	12.22.2020	12:20:55.358683	0.133607
2360	12.22.2020	12:20:57.963888	0.251859
2361	12.22.2020	12:20:59.133890	0.731762
2362	12.22.2020	12:21:00.397492	0.653879
2363	12.22.2020	12:21:04.094698	0.145368
2364	12.22.2020	12:21:05.342700	0.0765217
2365	12.22.2020	12:21:06.013502	0.20766
2366	12.22.2020	12:21:06.528303	4.90033
2367	12.22.2020	12:21:07.557904	0.165634
2368	12.22.2020	12:21:08.478306	0.28264
2369	12.22.2020	12:21:09.383108	0.301838
2370	12.22.2020	12:21:10.053909	0.422581
2371	12.22.2020	12:21:10.943110	0.218811
2372	12.22.2020	12:21:12.035112	0.313618
2373	12.22.2020	12:21:12.861914	0.315081
2374	12.22.2020	12:21:14.203516	0.178824
2375	12.22.2020	12:21:15.295518	0.0674228
2376	12.22.2020	12:21:16.309520	1.46622
2377	12.22.2020	12:21:17.042721	0.289984
2378	12.22.2020	12:21:18.072323	0.0767409
2379	12.22.2020	12:21:18.977124	0.208207
2380	12.22.2020	12:21:19.538725	1.08172
2381	12.22.2020	12:21:20.271927	1.58482
2382	12.22.2020	12:21:21.847529	0.116821
2383	12.22.2020	12:21:40.255562	0.918908
2384	12.22.2020	12:21:42.579966	6.84017
2385	12.22.2020	12:21:43.344367	0.289707
2386	12.22.2020	12:21:44.467569	1.49054
2387	12.22.2020	12:21:45.855972	1.49366
2388	12.22.2020	12:21:47.774775	2.04246
2389	12.22.2020	12:21:49.693578	0.802781
2390	12.22.2020	12:21:51.815182	1.70678
2391	12.22.2020	12:21:54.498387	1.75388
