flake ID	camera ID	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	image name	frame timestamp
305	0	12.20.2020	00:26:02.469174	2020.12.20_00.26.02_flake_305_cam_0.png	0
305	2	12.20.2020	00:26:02.593974	2020.12.20_00.26.02_flake_305_cam_2.png	0
305	1	12.20.2020	00:26:02.531574	2020.12.20_00.26.02_flake_305_cam_1.png	0
306	0	12.20.2020	00:31:43.641773	2020.12.20_00.31.43_flake_306_cam_0.png	0
306	1	12.20.2020	00:31:43.704173	2020.12.20_00.31.43_flake_306_cam_1.png	0
306	2	12.20.2020	00:31:43.782173	2020.12.20_00.31.43_flake_306_cam_2.png	0
309	1	12.20.2020	00:39:20.535375	2020.12.20_00.39.20_flake_309_cam_1.png	0
309	2	12.20.2020	00:39:20.613376	2020.12.20_00.39.20_flake_309_cam_2.png	0
309	0	12.20.2020	00:39:20.457375	2020.12.20_00.39.20_flake_309_cam_0.png	0
310	0	12.20.2020	00:40:14.059069	2020.12.20_00.40.14_flake_310_cam_0.png	0
310	1	12.20.2020	00:40:14.137070	2020.12.20_00.40.14_flake_310_cam_1.png	0
310	2	12.20.2020	00:40:14.199470	2020.12.20_00.40.14_flake_310_cam_2.png	0
