snowflake id	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	fall speed (m/s)
716	12.20.2020	12:00:10.891925	0.847662
717	12.20.2020	12:00:14.854332	0.154822
718	12.20.2020	12:00:29.097157	0.137982
719	12.20.2020	12:00:33.511965	1.12853
720	12.20.2020	12:00:36.959571	6.459
721	12.20.2020	12:00:38.613174	5.79794
722	12.20.2020	12:00:46.491188	0.811198
723	12.20.2020	12:00:59.688811	0.54853
724	12.20.2020	12:01:09.688429	0.199522
725	12.20.2020	12:01:18.393244	0.0632476
726	12.20.2020	12:01:27.160459	0.179543
727	12.20.2020	12:01:30.436465	0.836033
728	12.20.2020	12:01:39.796481	0.29703
729	12.20.2020	12:02:41.603790	2.22849
730	12.20.2020	12:02:46.065398	0.0789875
731	12.20.2020	12:03:04.161430	0.432392
732	12.20.2020	12:03:14.223447	1.1027
733	12.20.2020	12:03:27.842271	0.161737
734	12.20.2020	12:03:56.967522	0.0505105
735	12.20.2020	12:04:03.691134	0.0938978
736	12.20.2020	12:04:55.545625	0.346188
737	12.20.2020	12:05:02.160037	0.0452103
738	12.20.2020	12:05:06.418844	0.041099
739	12.20.2020	12:05:38.040100	0.0375283
740	12.20.2020	12:05:39.178902	5.08238
741	12.20.2020	12:05:50.613722	0.146711
742	12.20.2020	12:05:54.030128	0.398568
743	12.20.2020	12:05:58.975337	0.784222
744	12.20.2020	12:06:07.602152	4.64874
745	12.20.2020	12:06:12.812561	1.84281
746	12.20.2020	12:06:13.514562	4.87709
747	12.20.2020	12:06:15.916966	0.361854
748	12.20.2020	12:06:22.328578	1.32808
749	12.20.2020	12:06:27.694987	3.7885
751	12.20.2020	12:06:53.403832	1.08766
752	12.20.2020	12:07:00.813845	0.239244
753	12.20.2020	12:07:04.292651	0.301077
754	12.20.2020	12:07:09.222260	0.470568
755	12.20.2020	12:07:13.403067	2.4517
756	12.20.2020	12:07:21.031481	0.843697
757	12.20.2020	12:07:37.676710	0.895359
758	12.20.2020	12:07:51.591934	5.05846
759	12.20.2020	12:08:07.847163	0.618143
760	12.20.2020	12:08:23.946391	0.0567879
761	12.20.2020	12:09:05.333264	3.26303
762	12.20.2020	12:09:14.022479	6.78337
763	12.20.2020	12:09:22.742895	0.0869972
764	12.20.2020	12:09:25.379299	1.00334
765	12.20.2020	12:09:39.450524	0.115662
766	12.20.2020	12:09:45.534535	0.107243
767	12.20.2020	12:10:03.084565	0.781399
768	12.20.2020	12:10:08.185774	0.0429482
769	12.20.2020	12:10:09.698977	4.84835
770	12.20.2020	12:10:11.430580	0.142728
771	12.20.2020	12:10:12.257381	5.98768
772	12.20.2020	12:10:13.692584	0.0473883
773	12.20.2020	12:10:19.480194	8.12263
774	12.20.2020	12:10:20.868597	6.15207
775	12.20.2020	12:10:21.695398	5.73681
776	12.20.2020	12:10:23.083801	0.865612
777	12.20.2020	12:10:24.300603	1.26425
778	12.20.2020	12:10:28.122609	0.0618875
779	12.20.2020	12:10:33.785419	0.154158
780	12.20.2020	12:10:35.049022	0.312924
781	12.20.2020	12:10:37.794626	0.853155
782	12.20.2020	12:10:41.023832	0.170198
783	12.20.2020	12:10:43.769437	0.211525
784	12.20.2020	12:10:49.338647	4.63264
785	12.20.2020	12:10:51.912651	0.134827
786	12.20.2020	12:10:58.339862	0.174148
787	12.20.2020	12:11:11.178685	0.0540982
788	12.20.2020	12:11:23.299906	5.45967
789	12.20.2020	12:11:24.501108	6.14532
790	12.20.2020	12:11:35.951528	0.0757087
791	12.20.2020	12:11:47.105548	4.04257
792	12.20.2020	12:11:50.147553	5.62267
793	12.20.2020	12:11:51.894756	0.612324
794	12.20.2020	12:11:57.885167	1.2935
795	12.20.2020	12:12:06.792783	1.00096
796	12.20.2020	12:12:10.349589	6.22699
797	12.20.2020	12:12:24.155613	2.1895
798	12.20.2020	12:12:28.430021	0.761853
799	12.20.2020	12:12:51.502461	1.91007
800	12.20.2020	12:13:14.543702	0.0334896
801	12.20.2020	12:13:58.223778	0.437677
802	12.20.2020	12:14:35.695044	6.33025
803	12.20.2020	12:14:57.722283	6.51751
804	12.20.2020	12:15:41.885960	2.87612
805	12.20.2020	12:15:49.061973	5.92699
806	12.20.2020	12:16:15.036019	0.0420131
807	12.20.2020	12:16:18.780025	0.17783
808	12.20.2020	12:16:26.985640	1.6692
809	12.20.2020	12:17:29.916150	1.5167
810	12.20.2020	12:17:30.368551	5.01759
811	12.20.2020	12:18:06.014614	2.36056
812	12.20.2020	12:19:33.593167	6.15287
813	12.20.2020	12:20:35.338076	0.197825
814	12.20.2020	12:21:08.394534	4.28467
815	12.20.2020	12:21:30.359373	0.288207
816	12.20.2020	12:21:51.232209	6.34923
817	12.20.2020	12:22:01.809028	4.74154
818	12.20.2020	12:22:10.560643	2.40465
819	12.20.2020	12:22:16.972254	6.41513
820	12.20.2020	12:22:58.967528	1.58259
821	12.20.2020	12:23:13.225953	0.236697
822	12.20.2020	12:23:17.687561	0.200972
823	12.20.2020	12:23:20.043165	0.252407
