snowflake id	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	fall speed (m/s)
179	12.17.2020	18:03:15.231837	1.77864
180	12.17.2020	18:11:24.479896	3.00817
181	12.17.2020	18:11:57.879554	1.81882
182	12.17.2020	18:14:05.550179	20.6675
183	12.17.2020	18:14:07.203782	0.184047
184	12.17.2020	18:28:28.325294	4.54748
185	12.17.2020	18:29:10.819769	4.90808
186	12.17.2020	18:29:25.171794	2.61961
187	12.17.2020	18:30:31.549911	2.99259
188	12.17.2020	18:31:29.660013	2.70391
189	12.17.2020	18:31:33.372819	1.8663
190	12.17.2020	18:31:47.553244	6.09859
191	12.17.2020	18:31:51.780851	5.66934
192	12.17.2020	18:32:05.274875	3.44635
193	12.17.2020	18:32:43.650943	1.80065
194	12.17.2020	18:34:00.839878	2.79448
195	12.17.2020	18:34:13.132700	4.72953
196	12.17.2020	18:34:33.147535	3.00739
197	12.17.2020	18:34:35.830740	1.93535
198	12.17.2020	18:34:42.117551	4.87133
199	12.17.2020	18:34:43.022352	4.10446
200	12.17.2020	18:34:55.829975	2.80919
201	12.17.2020	18:35:05.377191	1.77308
202	12.17.2020	18:35:29.682034	5.35399
203	12.17.2020	18:36:31.442543	3.52244
204	12.17.2020	18:36:46.480969	3.74068
205	12.17.2020	18:37:25.886638	3.3883
206	12.17.2020	18:37:32.688250	0.077155
207	12.17.2020	18:37:34.856654	4.27232
208	12.17.2020	18:37:36.853458	0.240325
209	12.17.2020	18:37:41.081065	0.177701
210	12.17.2020	18:37:44.965472	2.7244
211	12.17.2020	18:37:46.619075	1.44325
212	12.17.2020	18:37:50.331881	4.65273
213	12.17.2020	18:37:52.328685	1.1062
214	12.17.2020	18:37:54.153888	1.36204
215	12.17.2020	18:37:55.807491	3.36039
216	12.17.2020	18:37:59.177097	0.293225
217	12.17.2020	18:38:22.623938	2.24981
218	12.17.2020	18:38:29.597150	1.9303
219	12.17.2020	18:39:01.280806	3.36161
220	12.17.2020	18:39:06.709615	3.24523
221	12.17.2020	18:39:09.845221	3.20679
222	12.17.2020	18:39:33.292062	2.73423
223	12.17.2020	18:39:36.661668	3.02995
224	12.17.2020	18:39:44.492882	2.03239
225	12.17.2020	18:40:14.460534	1.21933
226	12.17.2020	18:41:03.132620	0.168269
227	12.17.2020	18:41:32.242271	2.39767
228	12.17.2020	18:42:55.608817	4.35237
229	12.17.2020	18:44:35.448993	0.168299
230	12.17.2020	18:44:38.475398	1.59086
231	12.17.2020	18:44:49.738618	7.10651
232	12.17.2020	18:44:55.510628	4.34853
233	12.17.2020	18:45:01.797439	2.35582
234	12.17.2020	18:45:05.167045	4.98066
235	12.17.2020	18:45:16.258664	1.76449
236	12.17.2020	18:45:16.929466	2.27222
237	12.17.2020	18:45:28.879087	5.57964
238	12.17.2020	18:45:31.219091	3.71674
239	12.17.2020	18:45:35.618298	2.21017
240	12.17.2020	18:45:36.242300	2.3469
241	12.17.2020	18:45:37.895902	0.672073
242	12.17.2020	18:45:49.845523	6.40312
243	12.17.2020	18:46:00.250742	0.52758
244	12.17.2020	18:46:11.170761	1.49983
245	12.17.2020	18:46:16.599570	3.00653
246	12.17.2020	18:46:42.105615	0.0505376
247	12.17.2020	18:46:45.818422	0.419767
248	12.17.2020	18:46:47.128824	6.23724
249	12.17.2020	18:46:47.924425	0.160501
250	12.17.2020	18:46:49.578028	3.09864
251	12.17.2020	18:47:02.385651	0.343892
252	12.17.2020	18:47:03.181252	1.2209
253	12.17.2020	18:47:07.237259	1.92914
254	12.17.2020	18:47:21.589285	1.66047
255	12.17.2020	18:47:25.816892	5.42956
256	12.17.2020	18:47:52.524139	5.58247
257	12.17.2020	18:48:32.101408	5.82877
258	12.17.2020	18:48:35.471014	0.146875
259	12.17.2020	18:48:54.799448	4.583
260	12.17.2020	18:48:58.683855	7.99953
261	12.17.2020	18:49:08.574272	4.86004
262	12.17.2020	18:49:41.973931	0.0992796
263	12.17.2020	18:49:43.799134	7.29512
264	12.17.2020	18:49:45.967538	0.0808744
265	12.17.2020	18:49:47.277940	2.3216
266	12.17.2020	18:50:07.807577	2.90319
267	12.17.2020	18:50:09.804380	4.66396
