snowflake id	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	fall speed (m/s)
11438	01.03.2021	12:28:18.199190	1.15403
11439	01.03.2021	12:32:45.552460	1.15403
11440	01.03.2021	12:33:16.861715	1.15403
11441	01.03.2021	12:34:31.648246	1.15403
11442	01.03.2021	12:34:33.145849	1.15403
11443	01.03.2021	12:37:07.476920	1.15403
11444	01.03.2021	12:38:29.969865	1.15403
11445	01.03.2021	12:39:31.028372	1.15403
11446	01.03.2021	12:39:46.800000	1.15403
11447	01.03.2021	12:41:22.771368	1.15403
11448	01.03.2021	12:42:56.636733	1.15403
11449	01.03.2021	12:44:47.896129	1.15403
11450	01.03.2021	12:47:28.935212	1.15403
11451	01.03.2021	12:48:37.559732	1.15403
11452	01.03.2021	12:49:21.255409	1.15403
11453	01.03.2021	12:52:25.632133	1.15403
11454	01.03.2021	12:52:34.024947	1.15403
11455	01.03.2021	12:52:57.409389	1.15403
11456	01.03.2021	12:53:11.043812	1.15403
11457	01.03.2021	12:54:24.145541	1.15403
11458	01.03.2021	12:57:39.239484	1.15403
11459	01.03.2021	12:58:21.031957	1.15403
