snowflake id	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	fall speed (m/s)
2138	12.21.2020	20:21:45.672002	1.32661
2139	12.21.2020	20:21:49.244409	0.310065
2140	12.21.2020	20:21:52.473614	0.275427
2141	12.21.2020	20:23:20.130168	0.600438
2142	12.21.2020	20:23:27.181381	0.0625068
2143	12.21.2020	20:23:29.240584	0.0464457
2144	12.21.2020	20:23:31.580588	2.12988
2145	12.21.2020	20:23:32.298190	0.114833
2146	12.21.2020	20:23:34.591394	0.466139
2147	12.21.2020	20:23:37.461799	0.097158
2148	12.21.2020	20:51:29.628736	0.238002
2149	12.21.2020	20:51:49.144370	0.38846
2150	12.21.2020	20:52:14.151214	0.167044
2151	12.21.2020	20:53:00.140095	0.137332
2152	12.21.2020	20:53:32.837752	0.0481549
2153	12.21.2020	20:53:38.063761	0.129759
2154	12.21.2020	20:55:16.499934	0.0541339
