flake ID	camera ID	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	image name	frame timestamp
2138	1	12.21.2020	20:21:45.672002	2020.12.21_20.21.45_flake_2138_cam_1.png	0
2138	0	12.21.2020	20:21:45.609602	2020.12.21_20.21.45_flake_2138_cam_0.png	0
2138	2	12.21.2020	20:21:45.734402	2020.12.21_20.21.45_flake_2138_cam_2.png	0
2139	1	12.21.2020	20:21:49.213208	2020.12.21_20.21.49_flake_2139_cam_1.png	0
2139	0	12.21.2020	20:21:49.150808	2020.12.21_20.21.49_flake_2139_cam_0.png	0
2139	2	12.21.2020	20:21:49.291209	2020.12.21_20.21.49_flake_2139_cam_2.png	0
2140	0	12.21.2020	20:21:52.395614	2020.12.21_20.21.52_flake_2140_cam_0.png	0
2140	1	12.21.2020	20:21:52.426814	2020.12.21_20.21.52_flake_2140_cam_1.png	0
2140	2	12.21.2020	20:21:52.473614	2020.12.21_20.21.52_flake_2140_cam_2.png	0
2141	1	12.21.2020	20:23:20.114568	2020.12.21_20.23.20_flake_2141_cam_1.png	0
2141	0	12.21.2020	20:23:20.052168	2020.12.21_20.23.20_flake_2141_cam_0.png	0
2141	2	12.21.2020	20:23:20.176968	2020.12.21_20.23.20_flake_2141_cam_2.png	0
2142	1	12.21.2020	20:23:27.165781	2020.12.21_20.23.27_flake_2142_cam_1.png	0
2142	0	12.21.2020	20:23:27.103380	2020.12.21_20.23.27_flake_2142_cam_0.png	0
2142	2	12.21.2020	20:23:27.228181	2020.12.21_20.23.27_flake_2142_cam_2.png	0
2147	0	12.21.2020	20:23:37.180998	2020.12.21_20.23.37_flake_2147_cam_0.png	0
2147	2	12.21.2020	20:23:37.243398	2020.12.21_20.23.37_flake_2147_cam_2.png	0
2150	0	12.21.2020	20:52:14.073214	2020.12.21_20.52.14_flake_2150_cam_0.png	0
2150	1	12.21.2020	20:52:14.135614	2020.12.21_20.52.14_flake_2150_cam_1.png	0
2150	2	12.21.2020	20:52:14.229214	2020.12.21_20.52.14_flake_2150_cam_2.png	0
2151	1	12.21.2020	20:53:00.155695	2020.12.21_20.53.00_flake_2151_cam_1.png	0
2151	2	12.21.2020	20:53:00.218095	2020.12.21_20.53.00_flake_2151_cam_2.png	0
2151	0	12.21.2020	20:53:00.077694	2020.12.21_20.53.00_flake_2151_cam_0.png	0
2154	1	12.21.2020	20:55:16.484334	2020.12.21_20.55.16_flake_2154_cam_1.png	0
2154	0	12.21.2020	20:55:16.406334	2020.12.21_20.55.16_flake_2154_cam_0.png	0
2154	2	12.21.2020	20:55:16.562334	2020.12.21_20.55.16_flake_2154_cam_2.png	0
