flake ID	camera ID	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	image name	frame timestamp
11330	0	01.02.2021	11:08:54.088269	2021.01.02_11.08.54_flake_11330_cam_0.png	0
11330	1	01.02.2021	11:08:54.166269	2021.01.02_11.08.54_flake_11330_cam_1.png	0
11330	2	01.02.2021	11:08:54.228669	2021.01.02_11.08.54_flake_11330_cam_2.png	0
11331	0	01.02.2021	11:13:44.841580	2021.01.02_11.13.44_flake_11331_cam_0.png	0
11331	1	01.02.2021	11:13:44.919580	2021.01.02_11.13.44_flake_11331_cam_1.png	0
11331	2	01.02.2021	11:13:44.981980	2021.01.02_11.13.44_flake_11331_cam_2.png	0
11332	0	01.02.2021	11:13:52.469993	2021.01.02_11.13.52_flake_11332_cam_0.png	0
11332	1	01.02.2021	11:13:52.657194	2021.01.02_11.13.52_flake_11332_cam_1.png	0
11332	2	01.02.2021	11:13:52.828794	2021.01.02_11.13.52_flake_11332_cam_2.png	0
11333	0	01.02.2021	11:14:36.212470	2021.01.02_11.14.36_flake_11333_cam_0.png	0
11333	1	01.02.2021	11:14:36.259270	2021.01.02_11.14.36_flake_11333_cam_1.png	0
11333	2	01.02.2021	11:14:36.337270	2021.01.02_11.14.36_flake_11333_cam_2.png	0
11334	0	01.02.2021	11:14:53.746901	2021.01.02_11.14.53_flake_11334_cam_0.png	0
11334	1	01.02.2021	11:14:53.809301	2021.01.02_11.14.53_flake_11334_cam_1.png	0
11334	2	01.02.2021	11:14:53.856101	2021.01.02_11.14.53_flake_11334_cam_2.png	0
11335	0	01.02.2021	11:15:15.961340	2021.01.02_11.15.15_flake_11335_cam_0.png	0
11335	1	01.02.2021	11:15:15.992540	2021.01.02_11.15.15_flake_11335_cam_1.png	0
11335	2	01.02.2021	11:15:16.039340	2021.01.02_11.15.16_flake_11335_cam_2.png	0
11338	0	01.02.2021	11:17:34.286783	2021.01.02_11.17.34_flake_11338_cam_0.png	0
11338	1	01.02.2021	11:17:34.364783	2021.01.02_11.17.34_flake_11338_cam_1.png	0
11338	2	01.02.2021	11:17:34.427183	2021.01.02_11.17.34_flake_11338_cam_2.png	0
11339	0	01.02.2021	11:18:09.028044	2021.01.02_11.18.09_flake_11339_cam_0.png	0
11339	1	01.02.2021	11:18:09.090444	2021.01.02_11.18.09_flake_11339_cam_1.png	0
11339	2	01.02.2021	11:18:09.137244	2021.01.02_11.18.09_flake_11339_cam_2.png	0
11340	0	01.02.2021	11:21:10.549963	2021.01.02_11.21.10_flake_11340_cam_0.png	0
11340	1	01.02.2021	11:21:10.612363	2021.01.02_11.21.10_flake_11340_cam_1.png	0
11340	2	01.02.2021	11:21:10.705963	2021.01.02_11.21.10_flake_11340_cam_2.png	0
11341	0	01.02.2021	11:21:40.034014	2021.01.02_11.21.40_flake_11341_cam_0.png	0
11341	1	01.02.2021	11:21:40.080815	2021.01.02_11.21.40_flake_11341_cam_1.png	0
11341	2	01.02.2021	11:21:40.174415	2021.01.02_11.21.40_flake_11341_cam_2.png	0
11342	0	01.02.2021	11:42:44.556635	2021.01.02_11.42.44_flake_11342_cam_0.png	0
11342	1	01.02.2021	11:42:44.619036	2021.01.02_11.42.44_flake_11342_cam_1.png	0
11342	2	01.02.2021	11:42:44.697036	2021.01.02_11.42.44_flake_11342_cam_2.png	0
11343	0	01.02.2021	11:46:11.319399	2021.01.02_11.46.11_flake_11343_cam_0.png	0
11343	1	01.02.2021	11:46:11.381799	2021.01.02_11.46.11_flake_11343_cam_1.png	0
11343	2	01.02.2021	11:46:11.444199	2021.01.02_11.46.11_flake_11343_cam_2.png	0
11344	0	01.02.2021	11:48:10.410008	2021.01.02_11.48.10_flake_11344_cam_0.png	0
11344	1	01.02.2021	11:48:10.472408	2021.01.02_11.48.10_flake_11344_cam_1.png	0
11344	2	01.02.2021	11:48:10.534808	2021.01.02_11.48.10_flake_11344_cam_2.png	0
11345	0	01.02.2021	11:49:14.619721	2021.01.02_11.49.14_flake_11345_cam_0.png	0
11345	1	01.02.2021	11:49:14.666521	2021.01.02_11.49.14_flake_11345_cam_1.png	0
11345	2	01.02.2021	11:49:14.728921	2021.01.02_11.49.14_flake_11345_cam_2.png	0
11348	0	01.02.2021	11:49:48.892981	2021.01.02_11.49.48_flake_11348_cam_0.png	0
11348	1	01.02.2021	11:49:48.955381	2021.01.02_11.49.48_flake_11348_cam_1.png	0
11348	2	01.02.2021	11:49:49.033381	2021.01.02_11.49.49_flake_11348_cam_2.png	0
11349	0	01.02.2021	11:50:11.169820	2021.01.02_11.50.11_flake_11349_cam_0.png	0
11349	1	01.02.2021	11:50:11.232220	2021.01.02_11.50.11_flake_11349_cam_1.png	0
11349	2	01.02.2021	11:50:11.263420	2021.01.02_11.50.11_flake_11349_cam_2.png	0
