snowflake id	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	fall speed (m/s)
11329	01.02.2021	11:08:06.274185	0.601998
11330	01.02.2021	11:08:54.291070	0.601998
11331	01.02.2021	11:13:45.902382	0.601998
11332	01.02.2021	11:13:52.719594	0.601998
11333	01.02.2021	11:14:36.446470	0.601998
11334	01.02.2021	11:14:53.840501	0.601998
11335	01.02.2021	11:15:16.070540	0.601998
11336	01.02.2021	11:15:17.037742	0.601998
11337	01.02.2021	11:15:22.435351	0.601998
11338	01.02.2021	11:17:35.597185	0.601998
11339	01.02.2021	11:18:09.090444	0.601998
11340	01.02.2021	11:21:11.953965	0.601998
11341	01.02.2021	11:21:40.174415	0.601998
11342	01.02.2021	11:42:46.147838	0.601998
11343	01.02.2021	11:46:11.912200	0.601998
11344	01.02.2021	11:48:10.971609	0.601998
11345	01.02.2021	11:49:15.945723	0.601998
11346	01.02.2021	11:49:21.218532	0.601998
11347	01.02.2021	11:49:23.090535	0.601998
11348	01.02.2021	11:49:49.033381	0.601998
11349	01.02.2021	11:50:11.310220	0.601998
11350	01.02.2021	11:57:26.176584	0.601998
