flake ID	camera ID	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	image name	frame timestamp
11461	0	01.03.2021	13:15:08.528527	2021.01.03_13.15.08_flake_11461_cam_0.png	0
11462	0	01.03.2021	13:21:06.299555	2021.01.03_13.21.06_flake_11462_cam_0.png	0
11462	1	01.03.2021	13:21:06.361955	2021.01.03_13.21.06_flake_11462_cam_1.png	0
11462	2	01.03.2021	13:21:06.455555	2021.01.03_13.21.06_flake_11462_cam_2.png	0
11463	1	01.03.2021	13:32:46.288384	2021.01.03_13.32.46_flake_11463_cam_1.png	0
11463	0	01.03.2021	13:32:46.225984	2021.01.03_13.32.46_flake_11463_cam_0.png	0
11463	2	01.03.2021	13:32:46.350784	2021.01.03_13.32.46_flake_11463_cam_2.png	0
11464	0	01.03.2021	13:33:04.072416	2021.01.03_13.33.04_flake_11464_cam_0.png	0
11464	1	01.03.2021	13:33:04.134816	2021.01.03_13.33.04_flake_11464_cam_1.png	0
11464	2	01.03.2021	13:33:04.212816	2021.01.03_13.33.04_flake_11464_cam_2.png	0
11465	0	01.03.2021	13:45:55.540571	2021.01.03_13.45.55_flake_11465_cam_0.png	0
11465	1	01.03.2021	13:45:55.618571	2021.01.03_13.45.55_flake_11465_cam_1.png	0
11465	2	01.03.2021	13:45:55.696571	2021.01.03_13.45.55_flake_11465_cam_2.png	0
11466	0	01.03.2021	13:47:36.815949	2021.01.03_13.47.36_flake_11466_cam_0.png	0
11466	1	01.03.2021	13:47:36.878349	2021.01.03_13.47.36_flake_11466_cam_1.png	0
11466	2	01.03.2021	13:47:36.956349	2021.01.03_13.47.36_flake_11466_cam_2.png	0
11467	0	01.03.2021	13:48:04.256397	2021.01.03_13.48.04_flake_11467_cam_0.png	0
11467	1	01.03.2021	13:48:04.334397	2021.01.03_13.48.04_flake_11467_cam_1.png	0
11467	2	01.03.2021	13:48:04.396797	2021.01.03_13.48.04_flake_11467_cam_2.png	0
11468	0	01.03.2021	13:48:12.898812	2021.01.03_13.48.12_flake_11468_cam_0.png	0
