snowflake id	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	fall speed (m/s)
353	12.20.2020	09:00:20.165772	0.491024
354	12.20.2020	09:01:36.683907	0.053393
355	12.20.2020	09:02:29.193599	4.92971
356	12.20.2020	09:02:37.586414	0.0984919
357	12.20.2020	09:04:25.289003	0.37354
358	12.20.2020	09:05:35.255126	5.13297
359	12.20.2020	09:05:55.410361	4.52215
360	12.20.2020	09:06:58.559272	4.52492
361	12.20.2020	09:09:46.961568	0.0628348
362	12.20.2020	09:09:50.502774	2.54731
363	12.20.2020	09:16:38.724291	0.769462
364	12.20.2020	09:18:25.537679	5.69743
365	12.20.2020	09:25:10.373990	0.0923672
366	12.20.2020	09:35:42.112699	3.61839
367	12.20.2020	09:36:15.449958	0.133594
368	12.20.2020	09:42:13.688987	4.55025
369	12.20.2020	09:43:56.477568	0.137765
370	12.20.2020	09:45:38.829347	4.19241
371	12.20.2020	09:45:49.749367	3.43638
372	12.20.2020	09:47:01.790293	3.54311
373	12.20.2020	09:47:50.243978	3.54973
374	12.20.2020	09:49:11.020920	1.45778
375	12.20.2020	09:49:39.662570	3.93437
376	12.20.2020	09:50:24.996250	0.0741773
377	12.20.2020	09:51:25.961157	4.40441
378	12.20.2020	09:51:33.183970	0.613842
379	12.20.2020	09:52:02.044020	1.32357
380	12.20.2020	09:52:57.689318	4.55619
381	12.20.2020	09:55:47.246016	1.8305
382	12.20.2020	09:56:00.100439	0.0666709
383	12.20.2020	09:58:16.975079	1.51673
384	12.20.2020	09:58:28.441099	1.22447
