flake ID	camera ID	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	image name	frame timestamp
2158	0	12.22.2020	09:25:41.876217	2020.12.22_09.25.41_flake_2158_cam_0.png	0
2158	1	12.22.2020	09:25:41.938617	2020.12.22_09.25.41_flake_2158_cam_1.png	0
2158	2	12.22.2020	09:25:42.001017	2020.12.22_09.25.42_flake_2158_cam_2.png	0
2159	0	12.22.2020	09:41:55.926328	2020.12.22_09.41.55_flake_2159_cam_0.png	0
2159	1	12.22.2020	09:41:55.988728	2020.12.22_09.41.55_flake_2159_cam_1.png	0
2159	2	12.22.2020	09:41:56.035528	2020.12.22_09.41.56_flake_2159_cam_2.png	0
2160	0	12.22.2020	09:42:58.544838	2020.12.22_09.42.58_flake_2160_cam_0.png	0
2160	1	12.22.2020	09:42:58.607238	2020.12.22_09.42.58_flake_2160_cam_1.png	0
2160	2	12.22.2020	09:42:58.685238	2020.12.22_09.42.58_flake_2160_cam_2.png	0
2161	0	12.22.2020	09:43:21.414478	2020.12.22_09.43.21_flake_2161_cam_0.png	0
2161	1	12.22.2020	09:43:21.461278	2020.12.22_09.43.21_flake_2161_cam_1.png	0
2161	2	12.22.2020	09:43:21.508078	2020.12.22_09.43.21_flake_2161_cam_2.png	0
