snowflake id	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	fall speed (m/s)
498	12.20.2020	11:00:45.833264	4.18171
499	12.20.2020	11:00:54.709679	5.8626
500	12.20.2020	11:01:04.100896	1.41153
501	12.20.2020	11:01:09.186505	1.07193
502	12.20.2020	11:01:12.400110	0.0876383
503	12.20.2020	11:01:28.187338	0.680009
504	12.20.2020	11:02:13.333817	0.065958
505	12.20.2020	11:02:15.330621	0.226158
506	12.20.2020	11:02:27.046241	0.199382
507	12.20.2020	11:02:37.872660	3.00733
508	12.20.2020	11:03:28.120349	4.44115
509	12.20.2020	11:03:30.210752	1.01073
510	12.20.2020	11:03:34.095159	0.199866
511	12.20.2020	11:03:48.181984	0.50515
512	12.20.2020	11:03:53.158393	0.384868
513	12.20.2020	11:03:56.699599	0.0910124
514	12.20.2020	11:03:57.916401	1.41486
515	12.20.2020	11:04:01.691608	4.26527
516	12.20.2020	11:04:02.986410	1.95879
517	12.20.2020	11:04:07.682018	5.7574
518	12.20.2020	11:04:17.291635	0.781103
519	12.20.2020	11:04:36.276868	1.03831
520	12.20.2020	11:04:43.671281	0.71559
521	12.20.2020	11:05:05.433320	0.270751
522	12.20.2020	11:06:33.589074	0.388675
523	12.20.2020	11:06:34.915077	1.63702
524	12.20.2020	11:06:49.625903	0.804767
525	12.20.2020	11:06:51.700706	0.401126
526	12.20.2020	11:07:15.381548	0.112199
527	12.20.2020	11:07:16.723150	0.867964
528	12.20.2020	11:07:38.719189	3.80868
529	12.20.2020	11:08:07.938040	0.927114
530	12.20.2020	11:08:11.510446	1.07295
531	12.20.2020	11:09:00.931333	0.121518
532	12.20.2020	11:09:29.042583	1.06868
533	12.20.2020	11:09:37.996998	0.101107
534	12.20.2020	11:09:44.970210	0.0362593
535	12.20.2020	11:09:52.536224	1.04973
536	12.20.2020	11:10:07.512250	1.18747
537	12.20.2020	11:10:13.362260	0.0499269
538	12.20.2020	11:10:14.407462	0.0853564
539	12.20.2020	11:10:15.062663	2.43478
540	12.20.2020	11:10:32.238294	1.48741
541	12.20.2020	11:10:39.991507	1.20277
542	12.20.2020	11:10:41.988311	0.844903
543	12.20.2020	11:10:57.572738	0.0861573
544	12.20.2020	11:11:40.036013	0.346482
545	12.20.2020	11:11:49.692430	0.041277
546	12.20.2020	11:11:51.798433	1.51329
547	12.20.2020	11:11:59.442447	5.08179
548	12.20.2020	11:12:00.612449	0.905474
549	12.20.2020	11:12:18.224880	1.93133
550	12.20.2020	11:12:25.978093	0.0395668
551	12.20.2020	11:12:52.934941	4.79849
552	12.20.2020	11:13:11.514573	0.0522461
553	12.20.2020	11:13:19.501787	0.244818
554	12.20.2020	11:13:46.536635	0.229072
555	12.20.2020	11:13:59.749858	0.0620091
556	12.20.2020	11:14:00.545459	0.0652723
557	12.20.2020	11:14:05.943069	2.08631
558	12.20.2020	11:14:07.643472	0.816856
559	12.20.2020	11:14:21.168696	0.14165
560	12.20.2020	11:14:38.141525	0.983272
561	12.20.2020	11:14:41.089931	0.152866
562	12.20.2020	11:14:41.791932	5.39015
563	12.20.2020	11:14:59.139162	0.0535724
564	12.20.2020	11:15:04.146771	4.04398
565	12.20.2020	11:15:12.352386	1.65753
566	12.20.2020	11:15:19.809199	0.374588
567	12.20.2020	11:15:24.848007	1.50856
568	12.20.2020	11:15:37.218829	2.26076
569	12.20.2020	11:15:59.214868	0.0690242
570	12.20.2020	11:16:01.664072	0.241966
571	12.20.2020	11:16:22.848909	1.00379
572	12.20.2020	11:16:26.218515	1.85745
573	12.20.2020	11:16:42.801344	1.31776
574	12.20.2020	11:16:46.607751	0.111891
575	12.20.2020	11:17:24.687418	1.08281
576	12.20.2020	11:17:38.041041	0.12269
577	12.20.2020	11:18:17.618311	6.2827
578	12.20.2020	11:18:19.443514	0.339616
579	12.20.2020	11:18:52.889973	0.637065
580	12.20.2020	11:19:00.237586	0.578595
581	12.20.2020	11:19:28.426835	0.230266
582	12.20.2020	11:19:31.453241	0.167766
583	12.20.2020	11:19:32.436042	0.125619
584	12.20.2020	11:19:44.214063	0.072231
585	12.20.2020	11:19:50.329274	0.101962
586	12.20.2020	11:19:51.483676	7.93986
587	12.20.2020	11:19:52.123277	0.830263
588	12.20.2020	11:19:53.464879	1.93329
590	12.20.2020	11:20:22.683731	0.110712
591	12.20.2020	11:20:32.059347	0.0592623
592	12.20.2020	11:20:34.960952	4.54726
593	12.20.2020	11:20:45.974571	1.25755
594	12.20.2020	11:20:54.336186	1.48059
595	12.20.2020	11:21:16.815826	0.133005
596	12.20.2020	11:21:23.165037	0.0635803
597	12.20.2020	11:21:54.692692	0.0951254
598	12.20.2020	11:22:33.536760	0.0621346
599	12.20.2020	11:22:42.257176	4.15914
600	12.20.2020	11:23:32.988465	0.114235
601	12.20.2020	11:23:50.101695	0.0703933
602	12.20.2020	11:23:52.098498	0.112471
603	12.20.2020	11:25:00.879019	0.0744797
604	12.20.2020	11:25:35.479880	3.468
605	12.20.2020	11:25:37.305083	6.19466
606	12.20.2020	11:25:48.911504	0.0406782
607	12.20.2020	11:26:43.979600	0.155457
608	12.20.2020	11:26:44.962402	6.77392
609	12.20.2020	11:27:14.384054	4.97041
610	12.20.2020	11:27:35.038490	0.134443
611	12.20.2020	11:27:40.373699	2.52922
612	12.20.2020	11:27:44.070906	0.464325
613	12.20.2020	11:29:01.197441	0.416718
614	12.20.2020	11:29:04.067846	0.0647836
615	12.20.2020	11:30:04.829953	0.245483
616	12.20.2020	11:30:12.754767	4.19337
617	12.20.2020	11:30:29.119196	0.0583706
618	12.20.2020	11:30:47.527228	4.41055
619	12.20.2020	11:31:24.889294	0.0692572
620	12.20.2020	11:31:44.748129	0.0844445
621	12.20.2020	11:31:50.052138	4.6717
622	12.20.2020	11:32:47.023438	0.135834
623	12.20.2020	11:33:09.300277	0.149535
624	12.20.2020	11:33:13.075484	0.748585
625	12.20.2020	11:33:17.724292	5.41874
626	12.20.2020	11:33:42.512735	0.204955
