flake ID	camera ID	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	image name	frame timestamp
498	0	12.20.2020	11:00:45.770863	2020.12.20_11.00.45_flake_498_cam_0.png	0
498	1	12.20.2020	11:00:45.833264	2020.12.20_11.00.45_flake_498_cam_1.png	0
498	2	12.20.2020	11:00:45.880064	2020.12.20_11.00.45_flake_498_cam_2.png	0
499	0	12.20.2020	11:00:54.522479	2020.12.20_11.00.54_flake_499_cam_0.png	0
499	1	12.20.2020	11:00:54.584879	2020.12.20_11.00.54_flake_499_cam_1.png	0
499	2	12.20.2020	11:00:54.647279	2020.12.20_11.00.54_flake_499_cam_2.png	0
500	0	12.20.2020	11:01:03.944895	2020.12.20_11.01.03_flake_500_cam_0.png	0
500	1	12.20.2020	11:01:03.991695	2020.12.20_11.01.03_flake_500_cam_1.png	0
500	2	12.20.2020	11:01:04.038496	2020.12.20_11.01.04_flake_500_cam_2.png	0
501	0	12.20.2020	11:01:09.108504	2020.12.20_11.01.09_flake_501_cam_0.png	0
502	0	12.20.2020	11:01:12.322110	2020.12.20_11.01.12_flake_502_cam_0.png	0
502	1	12.20.2020	11:01:12.368910	2020.12.20_11.01.12_flake_502_cam_1.png	0
501	1	12.20.2020	11:01:09.155305	2020.12.20_11.01.09_flake_501_cam_1.png	0
501	2	12.20.2020	11:01:09.217705	2020.12.20_11.01.09_flake_501_cam_2.png	0
502	2	12.20.2020	11:01:12.431310	2020.12.20_11.01.12_flake_502_cam_2.png	0
505	0	12.20.2020	11:02:15.190220	2020.12.20_11.02.15_flake_505_cam_0.png	0
505	1	12.20.2020	11:02:15.252621	2020.12.20_11.02.15_flake_505_cam_1.png	0
505	2	12.20.2020	11:02:15.315021	2020.12.20_11.02.15_flake_505_cam_2.png	0
506	0	12.20.2020	11:02:26.874641	2020.12.20_11.02.26_flake_506_cam_0.png	0
506	1	12.20.2020	11:02:26.921441	2020.12.20_11.02.26_flake_506_cam_1.png	0
506	2	12.20.2020	11:02:26.983841	2020.12.20_11.02.26_flake_506_cam_2.png	0
511	0	12.20.2020	11:03:48.119584	2020.12.20_11.03.48_flake_511_cam_0.png	0
511	2	12.20.2020	11:03:48.181984	2020.12.20_11.03.48_flake_511_cam_2.png	0
512	0	12.20.2020	11:03:52.939992	2020.12.20_11.03.52_flake_512_cam_0.png	0
512	1	12.20.2020	11:03:53.017992	2020.12.20_11.03.53_flake_512_cam_1.png	0
515	0	12.20.2020	11:04:01.442007	2020.12.20_11.04.01_flake_515_cam_0.png	0
513	2	12.20.2020	11:03:56.839999	2020.12.20_11.03.56_flake_513_cam_2.png	0
517	0	12.20.2020	11:04:07.479218	2020.12.20_11.04.07_flake_517_cam_0.png	0
513	0	12.20.2020	11:03:56.715199	2020.12.20_11.03.56_flake_513_cam_0.png	0
512	2	12.20.2020	11:03:53.080392	2020.12.20_11.03.53_flake_512_cam_2.png	0
518	0	12.20.2020	11:04:17.104435	2020.12.20_11.04.17_flake_518_cam_0.png	0
518	1	12.20.2020	11:04:17.151235	2020.12.20_11.04.17_flake_518_cam_1.png	0
518	2	12.20.2020	11:04:17.229235	2020.12.20_11.04.17_flake_518_cam_2.png	0
513	1	12.20.2020	11:03:56.793199	2020.12.20_11.03.56_flake_513_cam_1.png	0
514	0	12.20.2020	11:03:57.651200	2020.12.20_11.03.57_flake_514_cam_0.png	0
514	1	12.20.2020	11:03:57.698001	2020.12.20_11.03.57_flake_514_cam_1.png	0
514	2	12.20.2020	11:03:57.807201	2020.12.20_11.03.57_flake_514_cam_2.png	0
515	1	12.20.2020	11:04:01.488807	2020.12.20_11.04.01_flake_515_cam_1.png	0
516	0	12.20.2020	11:04:02.846010	2020.12.20_11.04.02_flake_516_cam_0.png	0
515	2	12.20.2020	11:04:01.582407	2020.12.20_11.04.01_flake_515_cam_2.png	0
516	1	12.20.2020	11:04:02.877210	2020.12.20_11.04.02_flake_516_cam_1.png	0
521	0	12.20.2020	11:05:05.292919	2020.12.20_11.05.05_flake_521_cam_0.png	0
516	2	12.20.2020	11:04:02.986410	2020.12.20_11.04.02_flake_516_cam_2.png	0
521	1	12.20.2020	11:05:05.355319	2020.12.20_11.05.05_flake_521_cam_1.png	0
521	2	12.20.2020	11:05:05.433320	2020.12.20_11.05.05_flake_521_cam_2.png	0
517	1	12.20.2020	11:04:07.557218	2020.12.20_11.04.07_flake_517_cam_1.png	0
517	2	12.20.2020	11:04:07.604018	2020.12.20_11.04.07_flake_517_cam_2.png	0
524	0	12.20.2020	11:06:49.469902	2020.12.20_11.06.49_flake_524_cam_0.png	0
524	1	12.20.2020	11:06:49.547902	2020.12.20_11.06.49_flake_524_cam_1.png	0
