snowflake id	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	fall speed (m/s)
2808	12.22.2020	13:00:00.713602	0.107966
2809	12.22.2020	13:00:06.360812	0.280458
2810	12.22.2020	13:00:08.856817	0.191689
2811	12.22.2020	13:00:26.874848	0.133785
2812	12.22.2020	13:00:31.040056	0.563749
2813	12.22.2020	13:00:37.467267	0.229754
2814	12.22.2020	13:00:39.526470	0.289955
2815	12.22.2020	13:01:06.218117	0.175752
2816	12.22.2020	13:01:32.254563	0.334833
2817	12.22.2020	13:02:01.099014	1.22348
2818	12.22.2020	13:02:08.867827	1.71214
2819	12.22.2020	13:02:47.150295	0.519872
2820	12.22.2020	13:02:51.487102	0.336793
2821	12.22.2020	13:02:59.957917	0.0780316
2822	12.22.2020	13:03:02.095121	1.32308
2823	12.22.2020	13:03:40.315188	0.401925
2824	12.22.2020	13:04:21.780061	0.0546047
2825	12.22.2020	13:04:48.112907	0.560275
2826	12.22.2020	13:05:14.632954	0.0664857
2827	12.22.2020	13:05:18.486160	0.0765711
2828	12.22.2020	13:05:19.656163	0.459383
2829	12.22.2020	13:05:20.638964	0.460526
2830	12.22.2020	13:05:36.769393	0.0861279
2831	12.22.2020	13:06:02.400238	0.176336
2832	12.22.2020	13:06:13.803858	0.0713012
2833	12.22.2020	13:06:20.340269	1.57121
2834	12.22.2020	13:06:55.643131	0.153031
2835	12.22.2020	13:07:34.721200	0.196099
2836	12.22.2020	13:08:08.292459	0.189425
2837	12.22.2020	13:08:09.353261	0.0934811
2839	12.22.2020	13:08:44.671723	2.63958
2840	12.22.2020	13:09:44.981429	0.117142
2842	12.22.2020	13:09:50.082637	3.1809
2843	12.22.2020	13:11:06.600772	0.181754
2844	12.22.2020	13:11:28.565610	1.3467
2845	12.22.2020	13:12:21.699304	0.314221
2846	12.22.2020	13:12:41.183738	0.0944172
2847	12.22.2020	13:13:14.567797	0.447212
2848	12.22.2020	13:13:24.505014	1.89184
2849	12.22.2020	13:13:35.799434	1.82741
2850	12.22.2020	13:13:47.000254	0.29758
2851	12.22.2020	13:14:18.902310	0.843623
2852	12.22.2020	13:14:46.046357	0.102453
2853	12.22.2020	13:14:54.329972	1.79462
2854	12.22.2020	13:14:59.431181	1.8792
2855	12.22.2020	13:15:00.148782	0.604304
2856	12.22.2020	13:15:03.923989	0.146908
2857	12.22.2020	13:15:11.037601	1.05425
2858	12.22.2020	13:15:17.511613	0.521098
2859	12.22.2020	13:15:24.094824	0.619022
2860	12.22.2020	13:15:46.948864	0.319893
