flake ID	camera ID	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	image name	frame timestamp
386	0	12.20.2020	10:01:50.726654	2020.12.20_10.01.50_flake_386_cam_0.png	0
386	1	12.20.2020	10:01:50.789055	2020.12.20_10.01.50_flake_386_cam_1.png	0
386	2	12.20.2020	10:01:50.867055	2020.12.20_10.01.50_flake_386_cam_2.png	0
387	0	12.20.2020	10:08:55.702601	2020.12.20_10.08.55_flake_387_cam_0.png	0
387	1	12.20.2020	10:08:55.765001	2020.12.20_10.08.55_flake_387_cam_1.png	0
387	2	12.20.2020	10:08:55.827401	2020.12.20_10.08.55_flake_387_cam_2.png	0
388	0	12.20.2020	10:09:03.221814	2020.12.20_10.09.03_flake_388_cam_0.png	0
388	1	12.20.2020	10:09:03.377814	2020.12.20_10.09.03_flake_388_cam_1.png	0
388	2	12.20.2020	10:09:03.518215	2020.12.20_10.09.03_flake_388_cam_2.png	0
389	0	12.20.2020	10:09:11.224628	2020.12.20_10.09.11_flake_389_cam_0.png	0
389	1	12.20.2020	10:09:11.271428	2020.12.20_10.09.11_flake_389_cam_1.png	0
389	2	12.20.2020	10:09:11.349428	2020.12.20_10.09.11_flake_389_cam_2.png	0
390	0	12.20.2020	10:10:09.599931	2020.12.20_10.10.09_flake_390_cam_0.png	0
390	1	12.20.2020	10:10:09.662331	2020.12.20_10.10.09_flake_390_cam_1.png	0
390	2	12.20.2020	10:10:09.693531	2020.12.20_10.10.09_flake_390_cam_2.png	0
391	0	12.20.2020	10:10:27.945563	2020.12.20_10.10.27_flake_391_cam_0.png	0
391	1	12.20.2020	10:10:27.992363	2020.12.20_10.10.27_flake_391_cam_1.png	0
391	2	12.20.2020	10:10:28.039163	2020.12.20_10.10.28_flake_391_cam_2.png	0
392	0	12.20.2020	10:13:42.961505	2020.12.20_10.13.42_flake_392_cam_0.png	0
392	1	12.20.2020	10:13:43.023906	2020.12.20_10.13.43_flake_392_cam_1.png	0
392	2	12.20.2020	10:13:43.086306	2020.12.20_10.13.43_flake_392_cam_2.png	0
393	0	12.20.2020	10:14:52.428427	2020.12.20_10.14.52_flake_393_cam_0.png	0
393	1	12.20.2020	10:14:52.506428	2020.12.20_10.14.52_flake_393_cam_1.png	0
393	2	12.20.2020	10:14:52.600028	2020.12.20_10.14.52_flake_393_cam_2.png	0
394	0	12.20.2020	10:15:09.416857	2020.12.20_10.15.09_flake_394_cam_0.png	0
394	1	12.20.2020	10:15:09.463657	2020.12.20_10.15.09_flake_394_cam_1.png	0
394	2	12.20.2020	10:15:09.541658	2020.12.20_10.15.09_flake_394_cam_2.png	0
395	0	12.20.2020	10:15:50.803730	2020.12.20_10.15.50_flake_395_cam_0.png	0
395	1	12.20.2020	10:15:50.866130	2020.12.20_10.15.50_flake_395_cam_1.png	0
