snowflake id	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	fall speed (m/s)
11509	01.03.2021	14:00:00.765655	1.15403
11510	01.03.2021	14:00:06.085265	1.15403
11511	01.03.2021	14:00:15.585681	1.15403
11512	01.03.2021	14:00:22.293693	1.15403
11513	01.03.2021	14:00:27.410502	1.15403
11514	01.03.2021	14:00:29.157705	1.15403
11515	01.03.2021	14:00:34.196514	1.15403
11516	01.03.2021	14:00:40.280525	1.15403
11517	01.03.2021	14:00:51.777745	1.15403
11518	01.03.2021	14:01:06.597771	1.15403
11519	01.03.2021	14:01:11.480579	1.15403
11520	01.03.2021	14:01:17.564590	1.15403
11521	01.03.2021	14:01:21.511397	1.15403
11522	01.03.2021	14:01:39.186228	1.15403
11523	01.03.2021	14:01:42.025433	1.15403
11524	01.03.2021	14:01:42.789834	1.15403
11525	01.03.2021	14:01:43.601036	1.15403
11526	01.03.2021	14:01:47.547843	1.15403
11527	01.03.2021	14:01:50.137447	1.15403
11528	01.03.2021	14:02:02.430269	1.15403
11529	01.03.2021	14:02:05.238274	1.15403
11530	01.03.2021	14:02:08.701480	1.15403
11531	01.03.2021	14:02:09.777882	1.15403
11532	01.03.2021	14:02:23.911507	0.987401
11533	01.03.2021	14:02:28.544715	0.593824
11534	01.03.2021	14:02:29.090716	1.02326
11535	01.03.2021	14:02:38.903133	0.0825279
11536	01.03.2021	14:02:40.416336	2.29954
11537	01.03.2021	14:02:50.447153	0.917015
11538	01.03.2021	14:02:58.761968	1.28905
11539	01.03.2021	14:02:59.682369	1.90964
11540	01.03.2021	14:03:05.001979	0.933167
11541	01.03.2021	14:03:06.187581	0.813972
11542	01.03.2021	14:03:08.699185	0.430084
11543	01.03.2021	14:03:10.633589	0.784418
11544	01.03.2021	14:03:15.672398	2.16001
11545	01.03.2021	14:03:16.936000	0.947676
11546	01.03.2021	14:03:22.552010	1.28619
11547	01.03.2021	14:03:32.083626	0.897989
11548	01.03.2021	14:03:37.106835	1.10041
11549	01.03.2021	14:03:38.698038	0.552294
11550	01.03.2021	14:03:48.916056	0.713604
11551	01.03.2021	14:03:56.092069	1.09923
11552	01.03.2021	14:03:58.510073	0.708667
11553	01.03.2021	14:04:06.497287	0.221264
11554	01.03.2021	14:04:25.466920	0.122447
11555	01.03.2021	14:04:28.930126	0.406951
11556	01.03.2021	14:04:29.866128	0.634828
11557	01.03.2021	14:04:30.443329	1.38375
11558	01.03.2021	14:04:31.582131	4.8657
11559	01.03.2021	14:04:44.904554	1.28785
11560	01.03.2021	14:04:47.166558	0.480569
11561	01.03.2021	14:04:54.576571	0.0990786
11562	01.03.2021	14:05:01.050583	1.60367
11563	01.03.2021	14:05:05.465390	1.12981
11564	01.03.2021	14:05:21.502219	1.11251
11565	01.03.2021	14:05:22.921821	1.15382
11566	01.03.2021	14:05:25.527026	1.2144
11567	01.03.2021	14:05:26.447427	1.15788
11568	01.03.2021	14:05:50.128269	1.07837
11569	01.03.2021	14:06:05.525496	1.92789
11570	01.03.2021	14:06:35.040748	0.173495
11571	01.03.2021	14:06:40.017156	0.932336
11572	01.03.2021	14:06:43.308762	0.199449
11573	01.03.2021	14:06:49.767174	0.796922
11574	01.03.2021	14:06:50.578375	1.21956
11575	01.03.2021	14:06:52.668779	1.53097
11576	01.03.2021	14:06:55.429984	1.20571
11577	01.03.2021	14:06:55.960384	0.900275
11578	01.03.2021	14:07:10.062809	1.21586
11579	01.03.2021	14:07:16.864421	1.25508
11580	01.03.2021	14:07:18.081223	1.06475
11581	01.03.2021	14:07:25.974837	1.27299
11582	01.03.2021	14:07:47.502875	1.26399
11583	01.03.2021	14:07:50.154880	0.948818
11584	01.03.2021	14:08:03.446103	0.23439
11585	01.03.2021	14:08:08.438112	1.46228
11586	01.03.2021	14:08:12.478519	0.965868
11587	01.03.2021	14:08:18.812130	1.02242
11588	01.03.2021	14:08:32.384154	0.95262
11589	01.03.2021	14:08:40.574168	0.956912
11590	01.03.2021	14:08:44.770576	1.12963
11591	01.03.2021	14:08:53.818591	1.01248
11592	01.03.2021	14:09:06.454614	1.09583
11593	01.03.2021	14:09:38.450270	0.135438
11594	01.03.2021	14:09:41.414275	0.871634
11595	01.03.2021	14:09:46.499884	0.593199
11596	01.03.2021	14:10:05.266717	0.296187
11597	01.03.2021	14:10:08.839123	0.750469
11598	01.03.2021	14:10:10.617526	0.965155
11599	01.03.2021	14:10:14.876334	0.0812388
11600	01.03.2021	14:10:15.500335	0.950476
11601	01.03.2021	14:10:23.612349	1.06422
11602	01.03.2021	14:10:37.090773	1.02939
11603	01.03.2021	14:10:58.166410	0.785002
11604	01.03.2021	14:11:00.225613	1.11292
11605	01.03.2021	14:11:12.487235	0.95173
11606	01.03.2021	14:11:20.443249	0.894031
11607	01.03.2021	14:11:24.358856	0.683656
11608	01.03.2021	14:11:29.990466	0.989592
11609	01.03.2021	14:11:41.425286	0.927224
11610	01.03.2021	14:11:42.049287	0.843117
11611	01.03.2021	14:11:45.652893	9.10304
11612	01.03.2021	14:11:59.661718	1.00071
11613	01.03.2021	14:12:04.560126	0.816288
11614	01.03.2021	14:12:06.385330	0.54294
11615	01.03.2021	14:12:07.087331	1.158
11616	01.03.2021	14:12:08.818934	0.756139
11617	01.03.2021	14:12:11.720539	0.0633525
11618	01.03.2021	14:12:30.534172	0.241339
11619	01.03.2021	14:12:34.886580	0.859424
11620	01.03.2021	14:12:35.401381	1.03068
11621	01.03.2021	14:12:36.259382	1.04791
11622	01.03.2021	14:12:45.681799	1.16915
11623	01.03.2021	14:12:47.070201	0.912503
11624	01.03.2021	14:12:50.673807	0.864732
11625	01.03.2021	14:12:53.388212	18.1225
11626	01.03.2021	14:12:57.288219	2.5427
11627	01.03.2021	14:13:02.483028	0.691891
11628	01.03.2021	14:13:03.699830	0.902687
11629	01.03.2021	14:13:12.779046	6.37376
11630	01.03.2021	14:13:22.607064	0.957495
11631	01.03.2021	14:13:24.401067	0.902027
11632	01.03.2021	14:13:25.914269	0.625864
11633	01.03.2021	14:13:28.254273	1.09501
11634	01.03.2021	14:13:35.664286	1.1567
11635	01.03.2021	14:13:37.848290	2.51842
11636	01.03.2021	14:13:39.969894	0.768897
11637	01.03.2021	14:13:45.960305	0.269039
11638	01.03.2021	14:13:49.782311	0.999635
11639	01.03.2021	14:13:52.293916	0.880728
11640	01.03.2021	14:14:11.934350	0.749946
11641	01.03.2021	14:14:17.004359	0.786069
11642	01.03.2021	14:14:20.529965	0.824276
11643	01.03.2021	14:14:21.793568	5.57485
11644	01.03.2021	14:14:22.370769	0.924113
11645	01.03.2021	14:14:32.307986	0.107663
11646	01.03.2021	14:14:36.332793	0.843754
11647	01.03.2021	14:14:40.716401	0.56212
11648	01.03.2021	14:14:41.122001	1.0002
11649	01.03.2021	14:14:43.493206	0.136908
11650	01.03.2021	14:14:48.719215	0.892345
11651	01.03.2021	14:14:49.296416	0.74667
11652	01.03.2021	14:14:57.470830	0.930441
11653	01.03.2021	14:15:08.250449	1.12625
11654	01.03.2021	14:15:12.322056	0.907333
11655	01.03.2021	14:15:28.421285	1.13141
11656	01.03.2021	14:15:35.675297	0.969655
11657	01.03.2021	14:15:48.716920	1.03419
11658	01.03.2021	14:16:05.315349	1.20276
11659	01.03.2021	14:16:09.683357	1.06503
11660	01.03.2021	14:16:16.859370	0.591333
11661	01.03.2021	14:16:19.012173	0.71591
11662	01.03.2021	14:16:19.776575	1.10876
11663	01.03.2021	14:16:27.295788	1.46236
11664	01.03.2021	14:16:28.808991	0.978043
11665	01.03.2021	14:16:32.194197	1.22223
11666	01.03.2021	14:16:38.169007	1.05831
11667	01.03.2021	14:16:54.127835	0.455211
11668	01.03.2021	14:16:56.187039	0.101629
11669	01.03.2021	14:16:57.247841	0.363804
11670	01.03.2021	14:17:05.718655	0.807946
11671	01.03.2021	14:17:13.674669	0.148394
11672	01.03.2021	14:17:23.455887	0.118106
11673	01.03.2021	14:17:37.402311	2.37652
11674	01.03.2021	14:17:42.285120	1.92216
11675	01.03.2021	14:17:46.559527	0.993548
11676	01.03.2021	14:18:05.185960	5.37574
11677	01.03.2021	14:18:13.797175	0.916823
11678	01.03.2021	14:18:54.778447	0.779997
11679	01.03.2021	14:19:12.016477	0.249027
11680	01.03.2021	14:19:14.668482	1.25317
11681	01.03.2021	14:19:15.510883	1.05707
11682	01.03.2021	14:19:22.967696	0.572529
11683	01.03.2021	14:19:24.512099	0.46498
11684	01.03.2021	14:19:28.443306	0.310423
11685	01.03.2021	14:19:32.811314	1.27726
11686	01.03.2021	14:19:33.435315	1.11694
11687	01.03.2021	14:19:36.945321	1.1911
11688	01.03.2021	14:20:09.798979	2.77251
11689	01.03.2021	14:20:13.589785	0.831279
11690	01.03.2021	14:20:14.182586	0.927252
11691	01.03.2021	14:20:17.224592	0.502501
11692	01.03.2021	14:20:19.268195	1.67661
11693	01.03.2021	14:20:22.060600	0.330396
11694	01.03.2021	14:20:22.918602	0.17486
11695	01.03.2021	14:20:34.462622	0.788679
11696	01.03.2021	14:20:45.928642	1.21073
11697	01.03.2021	14:20:55.865860	0.539892
11698	01.03.2021	14:21:01.715870	1.08959
11699	01.03.2021	14:21:04.258674	1.28389
11700	01.03.2021	14:21:08.236681	1.484
11701	01.03.2021	14:21:09.765484	0.900421
11702	01.03.2021	14:21:11.153887	0.774853
11703	01.03.2021	14:21:14.273892	1.21611
11704	01.03.2021	14:21:14.804293	0.875909
11705	01.03.2021	14:21:16.957097	0.994847
11706	01.03.2021	14:21:20.264303	1.22211
11707	01.03.2021	14:21:28.516717	0.552311
11708	01.03.2021	14:21:34.007927	0.124294
11709	01.03.2021	14:21:42.135541	0.477263
11710	01.03.2021	14:21:48.110351	1.06229
11711	01.03.2021	14:22:17.235603	1.02143
11712	01.03.2021	14:22:25.956018	0.798802
11713	01.03.2021	14:22:37.172438	0.166728
11714	01.03.2021	14:23:28.090927	1.07628
11715	01.03.2021	14:23:32.692935	0.681143
11716	01.03.2021	14:23:37.934544	1.28802
11717	01.03.2021	14:23:39.478947	0.919615
11718	01.03.2021	14:24:27.121431	0.92143
11719	01.03.2021	14:24:48.509068	0.119364
11720	01.03.2021	14:24:52.908276	0.809886
11721	01.03.2021	14:24:54.655479	0.930567
11722	01.03.2021	14:25:05.216698	0.811889
11723	01.03.2021	14:25:25.886734	0.0554906
11724	01.03.2021	14:25:27.181536	0.198297
11725	01.03.2021	14:26:24.745637	0.954212
11726	01.03.2021	14:26:29.066845	0.192335
11727	01.03.2021	14:26:42.982069	0.818377
11728	01.03.2021	14:27:34.228159	0.959051
11729	01.03.2021	14:27:42.340174	0.948207
11730	01.03.2021	14:27:55.178996	0.823697
11731	01.03.2021	14:28:19.468239	1.27735
11732	01.03.2021	14:28:20.466641	0.930877
11734	01.03.2021	14:28:29.967057	0.0907615
11735	01.03.2021	14:28:43.398681	0.0907615
11736	01.03.2021	14:28:43.913482	0.0907615
11737	01.03.2021	14:28:49.045891	0.0907615
11738	01.03.2021	14:29:03.475916	0.0907615
11739	01.03.2021	14:29:06.985922	0.0907615
11740	01.03.2021	14:29:35.767973	0.0907615
11741	01.03.2021	14:29:37.234375	0.0907615
11742	01.03.2021	14:30:07.888429	0.0907615
11743	01.03.2021	14:30:10.088033	0.0907615
11768	01.03.2021	14:48:09.984330	0.0907615
