snowflake id	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	fall speed (m/s)
951	12.20.2020	13:00:21.689867	0.0625385
952	12.20.2020	13:02:28.471290	0.138316
953	12.20.2020	13:02:56.722940	0.614838
954	12.20.2020	13:05:11.631977	2.46809
955	12.20.2020	13:06:03.377267	0.0940984
956	12.20.2020	13:06:29.507313	0.0344366
957	12.20.2020	13:07:12.173388	3.76042
958	12.20.2020	13:09:02.200382	6.43789
959	12.20.2020	13:09:33.135236	0.0839297
960	12.20.2020	13:10:07.751697	0.311446
961	12.20.2020	13:11:19.075022	2.53838
962	12.20.2020	13:11:31.679844	4.67965
963	12.20.2020	13:12:03.706700	0.660412
964	12.20.2020	13:14:54.012199	1.38233
965	12.20.2020	13:15:00.018210	0.596902
966	12.20.2020	13:15:00.689011	0.505341
967	12.20.2020	13:15:10.283028	0.390243
968	12.20.2020	13:15:33.261868	1.28243
969	12.20.2020	13:15:57.223510	1.92078
970	12.20.2020	13:16:21.528353	0.0415389
971	12.20.2020	13:16:27.752764	1.07754
972	12.20.2020	13:16:31.559171	0.992515
973	12.20.2020	13:16:42.416790	5.98186
974	12.20.2020	13:16:48.750401	6.46917
975	12.20.2020	13:17:21.276458	0.0869735
976	12.20.2020	13:17:22.072059	5.52489
977	12.20.2020	13:17:25.441665	0.262269
978	12.20.2020	13:18:17.420957	3.52221
979	12.20.2020	13:18:46.327807	5.88102
980	12.20.2020	13:19:27.964281	4.4109
981	12.20.2020	13:20:04.780345	0.0359842
982	12.20.2020	13:20:21.051174	7.07051
983	12.20.2020	13:20:39.568406	4.9256
984	12.20.2020	13:23:11.294273	0.120607
985	12.20.2020	13:25:38.901732	0.975018
986	12.20.2020	13:26:11.958190	0.168042
987	12.20.2020	13:35:47.568001	0.08635
