flake ID	camera ID	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	image name	frame timestamp
951	0	12.20.2020	13:00:21.580667	2020.12.20_13.00.21_flake_951_cam_0.png	0
951	2	12.20.2020	13:00:21.674267	2020.12.20_13.00.21_flake_951_cam_2.png	0
954	0	12.20.2020	13:05:11.491576	2020.12.20_13.05.11_flake_954_cam_0.png	0
954	2	12.20.2020	13:05:11.631977	2020.12.20_13.05.11_flake_954_cam_2.png	0
954	1	12.20.2020	13:05:11.553976	2020.12.20_13.05.11_flake_954_cam_1.png	0
955	0	12.20.2020	13:06:03.174467	2020.12.20_13.06.03_flake_955_cam_0.png	0
955	2	12.20.2020	13:06:03.268067	2020.12.20_13.06.03_flake_955_cam_2.png	0
955	1	12.20.2020	13:06:03.221267	2020.12.20_13.06.03_flake_955_cam_1.png	0
958	0	12.20.2020	13:09:02.059981	2020.12.20_13.09.02_flake_958_cam_0.png	0
958	1	12.20.2020	13:09:02.137981	2020.12.20_13.09.02_flake_958_cam_1.png	0
958	2	12.20.2020	13:09:02.215982	2020.12.20_13.09.02_flake_958_cam_2.png	0
961	0	12.20.2020	13:11:18.934622	2020.12.20_13.11.18_flake_961_cam_0.png	0
961	1	12.20.2020	13:11:19.028222	2020.12.20_13.11.19_flake_961_cam_1.png	0
961	2	12.20.2020	13:11:19.106222	2020.12.20_13.11.19_flake_961_cam_2.png	0
964	0	12.20.2020	13:14:53.871799	2020.12.20_13.14.53_flake_964_cam_0.png	0
964	1	12.20.2020	13:14:53.949799	2020.12.20_13.14.53_flake_964_cam_1.png	0
964	2	12.20.2020	13:14:54.043399	2020.12.20_13.14.54_flake_964_cam_2.png	0
965	0	12.20.2020	13:14:59.799810	2020.12.20_13.14.59_flake_965_cam_0.png	0
965	2	12.20.2020	13:14:59.893410	2020.12.20_13.14.59_flake_965_cam_2.png	0
965	1	12.20.2020	13:14:59.846610	2020.12.20_13.14.59_flake_965_cam_1.png	0
967	0	12.20.2020	13:15:10.158228	2020.12.20_13.15.10_flake_967_cam_0.png	0
967	2	12.20.2020	13:15:10.267428	2020.12.20_13.15.10_flake_967_cam_2.png	0
967	1	12.20.2020	13:15:10.189428	2020.12.20_13.15.10_flake_967_cam_1.png	0
966	0	12.20.2020	13:15:00.533011	2020.12.20_13.15.00_flake_966_cam_0.png	0
966	1	12.20.2020	13:15:00.564211	2020.12.20_13.15.00_flake_966_cam_1.png	0
966	2	12.20.2020	13:15:00.611011	2020.12.20_13.15.00_flake_966_cam_2.png	0
970	0	12.20.2020	13:16:21.450353	2020.12.20_13.16.21_flake_970_cam_0.png	0
970	1	12.20.2020	13:16:21.528353	2020.12.20_13.16.21_flake_970_cam_1.png	0
970	2	12.20.2020	13:16:21.606353	2020.12.20_13.16.21_flake_970_cam_2.png	0
971	0	12.20.2020	13:16:27.643564	2020.12.20_13.16.27_flake_971_cam_0.png	0
971	1	12.20.2020	13:16:27.690364	2020.12.20_13.16.27_flake_971_cam_1.png	0
971	2	12.20.2020	13:16:27.768364	2020.12.20_13.16.27_flake_971_cam_2.png	0
974	0	12.20.2020	13:16:48.625601	2020.12.20_13.16.48_flake_974_cam_0.png	0
974	1	12.20.2020	13:16:48.688001	2020.12.20_13.16.48_flake_974_cam_1.png	0
974	2	12.20.2020	13:16:48.750401	2020.12.20_13.16.48_flake_974_cam_2.png	0
