flake ID	camera ID	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	image name	frame timestamp
268	1	12.17.2020	19:00:03.135822	2020.12.17_19.00.03_flake_268_cam_1.png	0
268	0	12.17.2020	19:00:03.135822	2020.12.17_19.00.03_flake_268_cam_0.png	0
268	2	12.17.2020	19:00:03.151422	2020.12.17_19.00.03_flake_268_cam_2.png	0
269	1	12.17.2020	19:12:48.909967	2020.12.17_19.12.48_flake_269_cam_1.png	0
269	0	12.17.2020	19:12:48.894367	2020.12.17_19.12.48_flake_269_cam_0.png	0
269	2	12.17.2020	19:12:48.925567	2020.12.17_19.12.48_flake_269_cam_2.png	0
270	0	12.17.2020	19:14:13.399716	2020.12.17_19.14.13_flake_270_cam_0.png	0
270	1	12.17.2020	19:14:13.415316	2020.12.17_19.14.13_flake_270_cam_1.png	0
270	2	12.17.2020	19:14:13.430916	2020.12.17_19.14.13_flake_270_cam_2.png	0
271	1	12.17.2020	19:14:16.410521	2020.12.17_19.14.16_flake_271_cam_1.png	0
271	0	12.17.2020	19:14:16.410521	2020.12.17_19.14.16_flake_271_cam_0.png	0
271	2	12.17.2020	19:14:16.426121	2020.12.17_19.14.16_flake_271_cam_2.png	0
272	0	12.17.2020	19:14:19.265326	2020.12.17_19.14.19_flake_272_cam_0.png	0
272	1	12.17.2020	19:14:19.280926	2020.12.17_19.14.19_flake_272_cam_1.png	0
272	2	12.17.2020	19:14:19.280926	2020.12.17_19.14.19_flake_272_cam_2.png	0
275	1	12.17.2020	19:25:38.677719	2020.12.17_19.25.38_flake_275_cam_1.png	0
275	0	12.17.2020	19:25:38.662119	2020.12.17_19.25.38_flake_275_cam_0.png	0
275	2	12.17.2020	19:25:38.693319	2020.12.17_19.25.38_flake_275_cam_2.png	0
276	2	12.17.2020	19:26:07.038569	2020.12.17_19.26.07_flake_276_cam_2.png	0
276	1	12.17.2020	19:26:07.022969	2020.12.17_19.26.07_flake_276_cam_1.png	0
276	0	12.17.2020	19:26:07.022969	2020.12.17_19.26.07_flake_276_cam_0.png	0
277	0	12.17.2020	19:26:13.325380	2020.12.17_19.26.13_flake_277_cam_0.png	0
277	1	12.17.2020	19:26:13.325380	2020.12.17_19.26.13_flake_277_cam_1.png	0
277	2	12.17.2020	19:26:13.340980	2020.12.17_19.26.13_flake_277_cam_2.png	0
278	0	12.17.2020	19:28:08.765583	2020.12.17_19.28.08_flake_278_cam_0.png	0
278	1	12.17.2020	19:28:08.781183	2020.12.17_19.28.08_flake_278_cam_1.png	0
278	2	12.17.2020	19:28:08.796783	2020.12.17_19.28.08_flake_278_cam_2.png	0
279	1	12.17.2020	19:28:11.355187	2020.12.17_19.28.11_flake_279_cam_1.png	0
279	2	12.17.2020	19:28:11.370787	2020.12.17_19.28.11_flake_279_cam_2.png	0
279	0	12.17.2020	19:28:11.355187	2020.12.17_19.28.11_flake_279_cam_0.png	0
280	2	12.17.2020	19:28:25.364012	2020.12.17_19.28.25_flake_280_cam_2.png	0
280	1	12.17.2020	19:28:25.348412	2020.12.17_19.28.25_flake_280_cam_1.png	0
280	0	12.17.2020	19:28:25.348412	2020.12.17_19.28.25_flake_280_cam_0.png	0
281	2	12.17.2020	19:29:18.341705	2020.12.17_19.29.18_flake_281_cam_2.png	0
281	1	12.17.2020	19:29:18.326105	2020.12.17_19.29.18_flake_281_cam_1.png	0
281	0	12.17.2020	19:29:18.326105	2020.12.17_19.29.18_flake_281_cam_0.png	0
282	0	12.17.2020	19:29:43.972550	2020.12.17_19.29.43_flake_282_cam_0.png	0
282	1	12.17.2020	19:29:43.972550	2020.12.17_19.29.43_flake_282_cam_1.png	0
282	2	12.17.2020	19:29:43.988150	2020.12.17_19.29.43_flake_282_cam_2.png	0
283	0	12.17.2020	19:30:47.511462	2020.12.17_19.30.47_flake_283_cam_0.png	0
283	1	12.17.2020	19:30:47.527062	2020.12.17_19.30.47_flake_283_cam_1.png	0
283	2	12.17.2020	19:30:47.527062	2020.12.17_19.30.47_flake_283_cam_2.png	0
284	0	12.17.2020	19:30:54.859075	2020.12.17_19.30.54_flake_284_cam_0.png	0
284	1	12.17.2020	19:30:54.874675	2020.12.17_19.30.54_flake_284_cam_1.png	0
284	2	12.17.2020	19:30:54.890275	2020.12.17_19.30.54_flake_284_cam_2.png	0
285	0	12.17.2020	19:31:02.003887	2020.12.17_19.31.02_flake_285_cam_0.png	0
285	1	12.17.2020	19:31:02.003887	2020.12.17_19.31.02_flake_285_cam_1.png	0
285	2	12.17.2020	19:31:02.019487	2020.12.17_19.31.02_flake_285_cam_2.png	0
286	0	12.17.2020	19:31:48.679169	2020.12.17_19.31.48_flake_286_cam_0.png	0
286	2	12.17.2020	19:31:48.694769	2020.12.17_19.31.48_flake_286_cam_2.png	0
286	1	12.17.2020	19:31:48.694769	2020.12.17_19.31.48_flake_286_cam_1.png	0
287	1	12.17.2020	19:32:12.360011	2020.12.17_19.32.12_flake_287_cam_1.png	0
287	0	12.17.2020	19:32:12.344411	2020.12.17_19.32.12_flake_287_cam_0.png	0
287	2	12.17.2020	19:32:12.360011	2020.12.17_19.32.12_flake_287_cam_2.png	0
288	1	12.17.2020	19:32:36.290453	2020.12.17_19.32.36_flake_288_cam_1.png	0
288	0	12.17.2020	19:32:36.274853	2020.12.17_19.32.36_flake_288_cam_0.png	0
288	2	12.17.2020	19:32:36.290453	2020.12.17_19.32.36_flake_288_cam_2.png	0
289	0	12.17.2020	19:32:36.820854	2020.12.17_19.32.36_flake_289_cam_0.png	0
289	1	12.17.2020	19:32:36.820854	2020.12.17_19.32.36_flake_289_cam_1.png	0
289	2	12.17.2020	19:32:36.836454	2020.12.17_19.32.36_flake_289_cam_2.png	0
290	0	12.17.2020	19:36:46.093691	2020.12.17_19.36.46_flake_290_cam_0.png	0
290	2	12.17.2020	19:36:46.109291	2020.12.17_19.36.46_flake_290_cam_2.png	0
290	1	12.17.2020	19:36:46.093691	2020.12.17_19.36.46_flake_290_cam_1.png	0
