snowflake id	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	fall speed (m/s)
2212	12.22.2020	11:12:40.601091	0.112458
2213	12.22.2020	11:12:41.427892	3.79385
2214	12.22.2020	11:13:02.456729	0.130354
2215	12.22.2020	11:13:04.391133	0.141588
2216	12.22.2020	11:13:10.381543	0.066847
2217	12.22.2020	11:13:12.362747	56.8075
2218	12.22.2020	11:13:14.858751	0.0921437
2219	12.22.2020	11:13:16.605954	0.342356
2220	12.22.2020	11:13:17.635556	1.21588
2221	12.22.2020	11:13:19.226759	2.80191
2222	12.22.2020	11:13:20.006760	0.0992414
2223	12.22.2020	11:13:21.051962	0.0708167
2224	12.22.2020	11:13:43.640802	0.0737807
2225	12.22.2020	11:13:46.636007	0.147025
2226	12.22.2020	11:13:48.679610	0.133509
2228	12.22.2020	11:14:58.848534	0.14952
2229	12.22.2020	11:15:21.406173	0.0541865
2230	12.22.2020	11:15:28.223385	0.04414
2231	12.22.2020	11:20:12.939485	0.348585
