snowflake id	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	fall speed (m/s)
133	12.17.2020	11:45:18.894642	6.68396
134	12.17.2020	11:46:19.469548	0.081027
135	12.17.2020	11:47:25.348464	0.0332222
136	12.17.2020	11:49:04.502238	0.0455326
137	12.17.2020	11:49:21.272267	0.187722
138	12.17.2020	11:49:37.683496	3.66231
139	12.17.2020	11:49:42.269904	4.88595
140	12.17.2020	11:49:58.727933	1.52952
141	12.17.2020	11:50:12.752358	3.52305
142	12.17.2020	11:50:47.556019	0.0997723
143	12.17.2020	11:51:45.322920	0.448552
144	12.17.2020	11:52:24.385389	3.18762
145	12.17.2020	11:52:31.701802	3.262
146	12.17.2020	11:52:33.027804	4.99271
147	12.17.2020	11:52:57.863048	0.0423766
148	12.17.2020	11:53:24.913495	0.717592
149	12.17.2020	11:53:32.229908	4.97274
150	12.17.2020	11:53:37.315517	2.03221
151	12.17.2020	11:59:12.419706	0.0383559
152	12.17.2020	11:59:42.590159	0.0962648
153	12.17.2020	11:59:58.502186	0.109775
