snowflake id	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	fall speed (m/s)
2162	12.22.2020	10:05:37.728425	0.126958
2163	12.22.2020	10:05:51.222449	0.924129
2164	12.22.2020	10:05:56.152057	0.078563
2165	12.22.2020	10:06:15.667692	0.0495452
2166	12.22.2020	10:06:17.056094	0.42977
2167	12.22.2020	10:06:50.050152	1.68709
2168	12.22.2020	10:07:02.920175	0.086142
2169	12.22.2020	10:23:54.659952	0.14809
2170	12.22.2020	10:30:29.543445	0.197699
2171	12.22.2020	10:34:34.791476	0.18686
2172	12.22.2020	10:34:48.301100	0.479184
2173	12.22.2020	10:35:07.629534	0.669155
2174	12.22.2020	10:35:17.332751	0.974569
2175	12.22.2020	10:35:18.362353	0.97291
2176	12.22.2020	10:35:19.391954	1.18913
2177	12.22.2020	10:35:20.577556	0.360353
2178	12.22.2020	10:35:24.727164	4.3922
2179	12.22.2020	10:35:25.585165	1.69353
2180	12.22.2020	10:35:31.045175	1.85873
2181	12.22.2020	10:35:34.851582	2.74864
2182	12.22.2020	10:35:38.314788	0.312463
2183	12.22.2020	10:35:39.640790	0.0596281
2184	12.22.2020	10:35:41.559593	1.62959
2185	12.22.2020	10:35:42.464395	0.0918506
2186	12.22.2020	10:35:43.119596	0.248808
2187	12.22.2020	10:35:44.164798	0.457814
2188	12.22.2020	10:35:44.648399	2.83402
2189	12.22.2020	10:35:46.723202	0.615302
2190	12.22.2020	10:35:47.550004	0.0934926
2191	12.22.2020	10:35:48.532806	0.213925
2192	12.22.2020	10:35:49.406407	0.102404
2193	12.22.2020	10:35:51.496811	0.0776234
2194	12.22.2020	10:35:52.526413	0.499446
2195	12.22.2020	10:35:58.922424	0.0899437
2196	12.22.2020	10:36:02.182830	0.0608359
2197	12.22.2020	10:36:05.708436	0.194224
2198	12.22.2020	10:36:06.441637	0.132375
2199	12.22.2020	10:36:06.987638	0.226118
2200	12.22.2020	10:36:08.017240	2.80622
2201	12.22.2020	10:36:08.750441	0.103489
2202	12.22.2020	10:36:09.608443	0.133424
2203	12.22.2020	10:36:10.170044	0.196568
2204	12.22.2020	10:36:10.840845	0.130229
2205	12.22.2020	10:36:13.477249	0.0643643
2206	12.22.2020	10:36:19.732860	0.680314
2207	12.22.2020	10:36:20.419262	0.212183
2208	12.22.2020	10:36:23.664067	0.103271
2209	12.22.2020	10:36:24.428469	0.112076
2210	12.22.2020	10:36:25.286470	0.274815
2211	12.22.2020	10:36:37.111291	0.32128
