snowflake id	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	fall speed (m/s)
1281	12.21.2020	18:00:28.913514	0.251458
1282	12.21.2020	18:00:34.513923	0.176542
1283	12.21.2020	18:00:36.183126	5.02857
1284	12.21.2020	18:01:00.659569	1.29683
1285	12.21.2020	18:01:19.130002	0.468235
1286	12.21.2020	18:01:27.148416	2.94496
1287	12.21.2020	18:02:33.698133	0.915256
1288	12.21.2020	18:05:34.689651	0.254891
1289	12.21.2020	18:06:36.075758	0.0599833
1290	12.21.2020	18:07:38.507068	10.6723
1291	12.21.2020	18:07:43.935878	1.32063
1292	12.21.2020	18:08:49.923994	0.450587
1293	12.21.2020	18:09:18.128843	0.0704469
1294	12.21.2020	18:09:49.344498	4.26977
1295	12.21.2020	18:09:52.838904	0.112439
1296	12.21.2020	18:10:11.558937	1.27357
1297	12.21.2020	18:10:23.227757	0.0460232
1298	12.21.2020	18:11:40.759894	2.13104
1299	12.21.2020	18:11:48.450707	1.36009
1300	12.21.2020	18:11:59.027526	4.0778
1301	12.21.2020	18:12:12.833550	0.091167
1302	12.21.2020	18:12:44.922806	0.57484
1303	12.21.2020	18:13:15.311660	1.38153
1304	12.21.2020	18:13:41.238905	0.0811089
1305	12.21.2020	18:13:55.575330	0.453498
1306	12.21.2020	18:14:23.436979	0.473694
1307	12.21.2020	18:14:55.573036	4.62584
1308	12.21.2020	18:16:14.977175	1.18678
1309	12.21.2020	18:17:08.298069	4.57234
1310	12.21.2020	18:18:14.317385	0.216699
1311	12.21.2020	18:18:57.389061	0.253373
1312	12.21.2020	18:19:58.244767	0.0745469
1313	12.21.2020	18:21:22.594116	0.0441023
1314	12.21.2020	18:22:18.426614	5.24761
1315	12.21.2020	18:25:24.285340	2.31736
1316	12.21.2020	18:28:20.472050	0.141116
1317	12.21.2020	18:31:28.483580	0.319303
1318	12.21.2020	18:32:15.782863	6.1525
1319	12.21.2020	18:32:21.398873	0.113768
1321	12.21.2020	18:33:24.188983	1.23838
1322	12.21.2020	18:33:39.555010	0.139749
1323	12.21.2020	18:33:45.155420	1.42856
1324	12.21.2020	18:33:53.423434	4.54664
1325	12.21.2020	18:34:03.267052	1.81535
1326	12.21.2020	18:34:06.699058	0.0613485
1327	12.21.2020	18:34:46.182727	6.65552
1328	12.21.2020	18:34:55.979544	4.05278
1329	12.21.2020	18:34:59.973151	0.587969
1330	12.21.2020	18:36:20.562893	1.4589
1331	12.21.2020	18:36:26.334903	4.72829
1332	12.21.2020	18:36:35.648119	4.84324
1333	12.21.2020	18:37:24.242205	0.276874
1334	12.21.2020	18:37:31.730218	0.289029
1335	12.21.2020	18:37:43.679839	3.89016
1336	12.21.2020	18:37:46.378644	5.73422
1337	12.21.2020	18:38:01.619870	0.0364354
1338	12.21.2020	18:38:11.042287	0.042372
1339	12.21.2020	18:38:15.566295	0.0375817
1340	12.21.2020	18:38:22.445907	0.0764427
1341	12.21.2020	18:38:27.266315	1.82442
1342	12.21.2020	18:38:47.889552	5.11126
1343	12.21.2020	18:38:54.940764	5.80764
1344	12.21.2020	18:38:57.171568	4.73129
1345	12.21.2020	18:39:10.213191	0.277874
1346	12.21.2020	18:39:44.736051	0.342058
1347	12.21.2020	18:40:39.819748	0.181898
1348	12.21.2020	18:40:48.976964	5.54834
1349	12.21.2020	18:40:53.048571	1.61494
1350	12.21.2020	18:42:14.309114	1.19252
1351	12.21.2020	18:42:59.767594	2.27133
1352	12.21.2020	18:43:38.658462	0.815007
1353	12.21.2020	18:44:45.847780	0.0669051
1354	12.21.2020	18:45:20.963442	0.194224
1355	12.21.2020	18:45:25.799450	0.301542
1356	12.21.2020	18:45:27.827454	0.0396178
1357	12.21.2020	18:45:29.309457	0.427227
1358	12.21.2020	18:45:33.443464	3.31731
1359	12.21.2020	18:45:46.906288	0.506852
1360	12.21.2020	18:45:48.123090	1.26156
1361	12.21.2020	18:46:07.373523	0.748921
1362	12.21.2020	18:46:17.061140	0.612182
1363	12.21.2020	18:46:25.984356	0.0910389
1364	12.21.2020	18:46:33.487969	0.938388
1365	12.21.2020	18:46:38.823179	0.36872
1366	12.21.2020	18:46:42.535985	1.31658
1367	12.21.2020	18:46:45.359590	0.104175
1368	12.21.2020	18:47:13.127639	2.79579
