flake ID	camera ID	date (mm.dd.yyyy)	time (hh:mm:ss.mmmmmm)	image name	frame timestamp
154	1	12.17.2020	12:01:07.313907	2020.12.17_12.01.07_flake_154_cam_1.png	0
154	0	12.17.2020	12:01:07.298307	2020.12.17_12.01.07_flake_154_cam_0.png	0
154	2	12.17.2020	12:01:07.313907	2020.12.17_12.01.07_flake_154_cam_2.png	0
155	1	12.17.2020	12:02:01.695603	2020.12.17_12.02.01_flake_155_cam_1.png	0
155	0	12.17.2020	12:02:01.680003	2020.12.17_12.02.01_flake_155_cam_0.png	0
155	2	12.17.2020	12:02:01.695603	2020.12.17_12.02.01_flake_155_cam_2.png	0
156	0	12.17.2020	12:02:22.396839	2020.12.17_12.02.22_flake_156_cam_0.png	0
156	1	12.17.2020	12:02:22.412439	2020.12.17_12.02.22_flake_156_cam_1.png	0
156	2	12.17.2020	12:02:22.412439	2020.12.17_12.02.22_flake_156_cam_2.png	0
159	0	12.17.2020	12:05:52.201608	2020.12.17_12.05.52_flake_159_cam_0.png	0
159	1	12.17.2020	12:05:52.201608	2020.12.17_12.05.52_flake_159_cam_1.png	0
159	2	12.17.2020	12:05:52.217208	2020.12.17_12.05.52_flake_159_cam_2.png	0
160	0	12.17.2020	12:06:01.764425	2020.12.17_12.06.01_flake_160_cam_0.png	0
160	1	12.17.2020	12:06:01.764425	2020.12.17_12.06.01_flake_160_cam_1.png	0
160	2	12.17.2020	12:06:01.780025	2020.12.17_12.06.01_flake_160_cam_2.png	0
161	1	12.17.2020	12:06:16.490850	2020.12.17_12.06.16_flake_161_cam_1.png	0
161	0	12.17.2020	12:06:16.490850	2020.12.17_12.06.16_flake_161_cam_0.png	0
161	2	12.17.2020	12:06:16.490850	2020.12.17_12.06.16_flake_161_cam_2.png	0
162	1	12.17.2020	12:06:18.128853	2020.12.17_12.06.18_flake_162_cam_1.png	0
162	0	12.17.2020	12:06:18.128853	2020.12.17_12.06.18_flake_162_cam_0.png	0
162	2	12.17.2020	12:06:18.144453	2020.12.17_12.06.18_flake_162_cam_2.png	0
